Sigla;Código;Município;1991;2000;2010
RS;4306759;Doutor Ricardo;9.41;4.37;0.41
RS;4306767;Eldorado do Sul;8.9;6.84;2.29
RS;4306809;Encantado;2.46;2.66;0.49
RS;4306908;Encruzilhada do Sul;25.05;10.52;6.75
RS;4306924;Engenho Velho;50.29;17.86;16.45
RS;4306932;Entre-Ijuís;25.55;13.91;3.87
RS;4306957;Entre Rios do Sul;36.45;13.6;3.53
RS;4306973;Erebango;13.01;7.1;5.29
RS;4307005;Erechim;5.57;2.65;1.08
RS;4307054;Ernestina;29.04;6.3;1.4
RS;4307104;Herval;15.52;15.34;10.07
RS;4307203;Erval Grande;42.67;22.61;2
RS;4307302;Erval Seco;38.98;26.77;10
RS;4307401;Esmeralda;16.11;8.31;4.12
RS;4307450;Esperança do Sul;34.64;25.88;9.25
RS;4307500;Espumoso;20.7;8.49;1.9
RS;4307559;Estação;6.84;2.94;0.96
RS;4307609;Estância Velha;2.04;1.08;0.7
RS;4307708;Esteio;3.14;1.88;1.32
RS;4307807;Estrela;3.31;1.73;0
RS;4307815;Estrela Velha;27.74;16.15;6.42
RS;4307831;Eugênio de Castro;23.42;10.49;3.56
RS;4307864;Fagundes Varela;6.29;0.15;0.42
RS;4307906;Farroupilha;1.36;1.17;0.45
RS;4308003;Faxinal do Soturno;16.35;4.77;1.71
RS;4308052;Faxinalzinho;37.1;15.05;9.85
RS;4308078;Fazenda Vilanova;12.46;4.62;1.56
RS;4308102;Feliz;2.66;0.18;0
RS;4308201;Flores da Cunha;2.86;0.93;0.48
RS;4308250;Floriano Peixoto;23.43;19.29;5.25
RS;4308300;Fontoura Xavier;32.41;18.91;10.84
RS;4308409;Formigueiro;28.73;13.87;4.49
RS;4308433;Forquetinha;7.89;6.46;1.04
RS;4308458;Fortaleza dos Valos;17.86;5.59;2.31
RS;4308508;Frederico Westphalen;17.79;7.95;1.64
RS;4308607;Garibaldi;2.09;0.61;0.06
RS;4308656;Garruchos;44.02;14.26;9.28
RS;4308706;Gaurama;14.39;6.25;0.8
RS;4308805;General Câmara;18.65;7.22;2.65
RS;4308854;Gentil;27.9;5.4;2.5
RS;4308904;Getúlio Vargas;9.01;5.33;1.2
RS;4309001;Giruá;24.7;10.08;3.36
RS;4309050;Glorinha;10.88;4.68;1.46
RS;4309100;Gramado;3.41;1.86;0.32
RS;4309126;Gramado dos Loureiros;42.76;19.43;9.22
RS;4309159;Gramado Xavier;11.2;29.65;12.65
RS;4309209;Gravataí;4.18;3.03;1.54
RS;4309258;Guabiju;11.46;3.94;0.3
RS;4309308;Guaíba;5.38;3.73;1.49
RS;4309407;Guaporé;4.46;1.97;0.27
RS;4309506;Guarani das Missões;21.36;11.95;3.09
RS;4309555;Harmonia;1.03;0;0.54
RS;4309571;Herveiras;16.57;19.97;5.29
RS;4309605;Horizontina;12.41;4.64;0.58
RS;4309654;Hulha Negra;21.23;13.85;15.51
RS;4309704;Humaitá;17.44;5.55;0.53
RS;4309753;Ibarama;19.74;9.75;4.72
RS;4309803;Ibiaçá;19.04;4.1;0.51
RS;4309902;Ibiraiaras;8.41;5.54;1.44
RS;4309951;Ibirapuitã;22.58;13.45;3.74
RS;4310009;Ibirubá;6.76;2.1;1.04
RS;4310108;Igrejinha;3.11;1.37;0.61
RS;4310207;Ijuí;9.1;5.84;2.34
RS;4310306;Ilópolis;16.04;8.16;1.71
RS;4310330;Imbé;1.92;2.66;1.25
RS;4310363;Imigrante;3.74;0.87;0
RS;4310405;Independência;26.58;11.38;4.53
RS;4310413;Inhacorá;42.97;14.75;4.77
RS;4310439;Ipê;9.33;2.83;1.05
RS;4310462;Ipiranga do Sul;6.96;4.9;0.6
RS;4310504;Iraí;22.97;12.41;10.3
RS;4310538;Itaara;13.12;6.61;1.92
RS;4310553;Itacurubi;27.97;8.49;6.51
RS;4310579;Itapuca;14.42;2.79;0.6
RS;4310603;Itaqui;17.14;7.42;3.55
RS;4310652;Itati;19.43;9.7;4.14
RS;4310702;Itatiba do Sul;40.54;12.6;5.36
RS;4310751;Ivorá;19.22;10.2;2.4
RS;4310801;Ivoti;1.56;0.96;0.1
RS;4310850;Jaboticaba;38.18;18.87;18.1
RS;4310876;Jacuizinho;41.7;18.94;19.56
RS;4310900;Jacutinga;17.65;9.43;0.92
RS;4311007;Jaguarão;12.21;4.48;2.75
RS;4311106;Jaguari;25.13;6.99;3.82
RS;4311122;Jaquirana;23.89;13.73;5.66
RS;4311130;Jari;42.59;22.16;16.16
RS;4311155;Jóia;26.02;17.24;11.86
RS;4311205;Júlio de Castilhos;17.31;8.31;4.18
RS;4311239;Lagoa Bonita do Sul;19.23;7.33;3.94
RS;4311254;Lagoão;39.67;30.68;6.72
RS;4311270;Lagoa dos Três Cantos;5.95;3.5;0.67
RS;4311304;Lagoa Vermelha;15.88;5.62;1.24
RS;4311403;Lajeado;2.7;1.77;0.38
RS;4311429;Lajeado do Bugre;65.4;9.07;16.13
RS;4311502;Lavras do Sul;10.78;5.55;4.08
RS;4311601;Liberato Salzano;47.67;18.48;3.37
RS;4311627;Lindolfo Collor;5.99;1.19;0.52
RS;4311643;Linha Nova;5.2;3.9;0.13
RS;4311700;Machadinho;31.97;16.44;4.58
RS;4311718;Maçambara;30.55;13.16;4.63
RS;4311734;Mampituba;9.93;13.57;1.34
RS;4311759;Manoel Viana;17.58;10.11;4.78
RS;4311775;Maquiné;20.55;7.26;1.34
RS;4311791;Maratá;4.4;0.81;0.24
RS;4311809;Marau;9.13;1.8;0.62
RS;4311908;Marcelino Ramos;20.01;7.45;2.61
RS;4311981;Mariana Pimentel;14.93;7.93;3.09
RS;4312005;Mariano Moro;12.9;3.17;1.26
RS;4312054;Marques de Souza;8.43;4.08;0.64
RS;4312104;Mata;19.63;9.71;6.31
RS;4312138;Mato Castelhano;19.76;4.47;2.58
RS;4312153;Mato Leitão;6.88;4.29;1.85
RS;4312179;Mato Queimado;32.49;14.8;2.37
RS;4312203;Maximiliano de Almeida;22.85;10.68;3.98
RS;4312252;Minas do Leão;11.51;4.89;1.65
RS;4312302;Miraguaí;47.01;21.82;7.77
RS;4312351;Montauri;7.72;0;0.47
RS;4312377;Monte Alegre dos Campos;35.91;15.95;10.72
RS;4312385;Monte Belo do Sul;3.16;7.1;0
RS;4312401;Montenegro;4.67;3.43;0.82
RS;4312427;Mormaço;29.79;6.69;2.28
RS;4312443;Morrinhos do Sul;15.87;12.6;0.72
RS;4312450;Morro Redondo;12.31;5.16;4.24
RS;4312476;Morro Reuter;5.4;0;0.21
RS;4312500;Mostardas;10.44;8.06;3.92
RS;4312609;Muçum;1.95;2.45;0.39
RS;4312617;Muitos Capões;27.72;4.87;2.02
RS;4312625;Muliterno;19.43;1.17;8.67
RS;4312658;Não-Me-Toque;5.23;1.86;0.74
RS;4312674;Nicolau Vergueiro;22.49;4.95;3.46
RS;4312708;Nonoai;29.44;19.28;5.21
RS;4312757;Nova Alvorada;27.51;6.38;1.63
RS;4312807;Nova Araçá;1.42;0.26;0
RS;4312906;Nova Bassano;4.97;0.59;0.28
RS;4312955;Nova Boa Vista;10.75;0;0
RS;4313003;Nova Bréscia;10.53;1.62;0.7
RS;4313011;Nova Candelária;21.5;6.38;0
RS;4313037;Nova Esperança do Sul;17.25;2.32;1.36
RS;4313060;Nova Hartz;3.6;1.35;0.64
RS;4313086;Nova Pádua;1.21;0;0
RS;4313102;Nova Palma;21.82;6.11;2.66
RS;4313201;Nova Petrópolis;3.43;0.95;0.13
RS;4313300;Nova Prata;2.36;1.26;0.2
RS;4313334;Nova Ramada;28.43;13.28;0.64
RS;4313359;Nova Roma do Sul;2.74;0;0.47
RS;4313375;Nova Santa Rita;10.05;3.79;1.86
RS;4313391;Novo Cabrais;14.96;15.48;1.88
RS;4313409;Novo Hamburgo;2.87;1.88;0.82
RS;4313425;Novo Machado;33.43;15.2;3.71
RS;4313441;Novo Tiradentes;40.96;27.7;4.64
RS;4313466;Novo Xingu;22.52;6.07;0.38
RS;4313490;Novo Barreiro;50.35;18;3.46
RS;4313508;Osório;6.96;3.43;1.14
RS;4313607;Paim Filho;35.75;7.21;1.63
RS;4313656;Palmares do Sul;12.69;7.33;1.45
RS;4313706;Palmeira das Missões;21.63;11.91;4.08
RS;4313805;Palmitinho;53.71;8.7;5.66
RS;4313904;Panambi;9.65;2.81;1.08
RS;4313953;Pantano Grande;17.07;7.4;2.55
RS;4314001;Paraí;4.93;1.53;0.25
RS;4314027;Paraíso do Sul;14.16;9.16;2.66
RS;4314035;Pareci Novo;2.58;0;0.35
RS;4314050;Parobé;3.79;3.19;0.64
RS;4314068;Passa Sete;25.67;20.13;7.95
RS;4314076;Passo do Sobrado;14.38;7.07;2.66
RS;4314100;Passo Fundo;6.37;3.28;0.83
RS;4314134;Paulo Bento;23.74;9.37;1.3
RS;4314159;Paverama;12.76;2.75;0.47
RS;4314175;Pedras Altas;24.56;18.08;11.5
RS;4314209;Pedro Osório;13.61;9.16;6.63
RS;4314308;Pejuçara;35.71;3.77;0.45
RS;4314407;Pelotas;7.73;5.23;2.1
RS;4314423;Picada Café;1.74;0;0.06
RS;4314456;Pinhal;35.59;19.48;3.28
RS;4314464;Pinhal da Serra;52.25;19.96;16.98
RS;4314472;Pinhal Grande;30.64;12.54;11.49
RS;4314498;Pinheirinho do Vale;35.99;18.55;6.89
RS;4314506;Pinheiro Machado;17.88;8.86;6
RS;4314548;Pinto Bandeira;;;
RS;4314555;Pirapó;43.03;30.03;6.71
RS;4314605;Piratini;26.01;10.2;9.06
RS;4314704;Planalto;32.41;19.71;7.02
RS;4314753;Poço das Antas;8.25;2.89;1.83
RS;4314779;Pontão;17.46;12.01;5.07
RS;4314787;Ponte Preta;29.91;9.27;1.42
RS;4314803;Portão;5.44;2.71;0.79
RS;4314902;Porto Alegre;2.37;2.37;0.92
RS;4315008;Porto Lucena;36.4;17.62;3.58
RS;4315057;Porto Mauá;35.68;6.82;6.59
RS;4315073;Porto Vera Cruz;42.02;22.31;4.21
RS;4315107;Porto Xavier;29.61;17.87;4.63
RS;4315131;Pouso Novo;16.17;15.1;1.62
RS;4315149;Presidente Lucena;7.87;0;0
RS;4315156;Progresso;14.28;2.35;1.21
RS;4315172;Protásio Alves;8.64;2.6;1.38
RS;4315206;Putinga;18.52;16.05;2.2
RS;4315305;Quaraí;14.7;9.05;4.82
RS;4315313;Quatro Irmãos;28.31;24.97;3.58
RS;4315321;Quevedos;37;25.03;13.61
RS;4315354;Quinze de Novembro;5.87;3.29;1.1
RS;4315404;Redentora;57.47;44.33;29.51
RS;4315453;Relvado;17.45;5.07;0.85
RS;4315503;Restinga Seca;16.44;8.02;3.65
RS;4315552;Rio dos Índios;58.12;27.16;8.97
RS;4315602;Rio Grande;7.33;5.9;1.57
RS;4315701;Rio Pardo;14.02;8.09;4.55
RS;4315750;Riozinho;20.08;4.83;2.39
RS;4315800;Roca Sales;4.8;1.67;0.06
RS;4315909;Rodeio Bonito;27.11;8.03;2.02
RS;4315958;Rolador;43.52;13.7;6.77
RS;4316006;Rolante;8.98;0.82;1.17
RS;4316105;Ronda Alta;31.28;12.26;6.58
RS;4316204;Rondinha;17.33;2.53;0.59
RS;4316303;Roque Gonzales;30.29;20.66;7.15
RS;4316402;Rosário do Sul;16.45;6.84;3.81
RS;4316428;Sagrada Família;51.06;26.75;7.28
RS;4316436;Saldanha Marinho;4.98;6.26;0.3
RS;4316451;Salto do Jacuí;18.29;7.44;4.64
RS;4316477;Salvador das Missões;20.24;3.66;0
RS;4316501;Salvador do Sul;7.21;0.46;0.04
RS;4316600;Sananduva;14.59;3.65;0.9
RS;4316709;Santa Bárbara do Sul;13.32;4.66;1.51
RS;4316733;Santa Cecília do Sul;35.53;8.27;0.46
RS;4316758;Santa Clara do Sul;14.96;2.44;1.05
RS;4316808;Santa Cruz do Sul;3.76;2.59;0.96
RS;4316907;Santa Maria;4.74;3.54;1.19
RS;4316956;Santa Maria do Herval;8.72;0.22;0.34
RS;4316972;Santa Margarida do Sul;34.96;7.92;4.86
RS;4317004;Santana da Boa Vista;31.06;22.34;14.67
RS;4317103;Santana do Livramento;12.41;6.73;3.97
RS;4317202;Santa Rosa;10.38;5.2;0.55
RS;4317251;Santa Tereza;3.88;3.76;0
RS;4317301;Santa Vitória do Palmar;8.76;22.49;2.77
RS;4317400;Santiago;9.22;4.4;1.36
RS;4317509;Santo Ângelo;9.97;6.65;1.79
RS;4317558;Santo Antônio do Palma;20.83;5.73;0.92
RS;4317608;Santo Antônio da Patrulha;7.91;5.6;1.38
RS;4317707;Santo Antônio das Missões;29.66;17.78;3.85
RS;4317756;Santo Antônio do Planalto;19.51;4.43;2.23
RS;4317806;Santo Augusto;18.38;12.45;2.12
RS;4317905;Santo Cristo;13.13;6.2;0.79
RS;4317954;Santo Expedito do Sul;36.82;9.56;5.88
RS;4318002;São Borja;15.6;7.59;2.72
RS;4318051;São Domingos do Sul;1.72;1.93;0
RS;4318101;São Francisco de Assis;23.59;13.8;8.55
RS;4318200;São Francisco de Paula;15;7.41;2.64
RS;4318309;São Gabriel;14.14;8.61;4.26
RS;4318408;São Jerônimo;8.44;9.26;4.33
RS;4318424;São João da Urtiga;42.73;8.99;2.35
RS;4318432;São João do Polêsine;12.38;3.09;1.27
RS;4318440;São Jorge;8.2;3.92;0.51
RS;4318457;São José das Missões;44.85;24.71;4.65
RS;4318465;São José do Herval;38.53;18.22;13.25
RS;4318481;São José do Hortêncio;3.35;0.93;0.67
RS;4318499;São José do Inhacorá;13.51;3.04;0.85
RS;4318507;São José do Norte;20.88;14.17;3.37
RS;4318606;São José do Ouro;20.64;4.59;2.69
RS;4318614;São José do Sul;6.36;0;0
RS;4318622;São José dos Ausentes;32.46;7.63;2.84
RS;4318705;São Leopoldo;4.82;2.89;1.62
RS;4318804;São Lourenço do Sul;9.27;6.52;2.11
RS;4318903;São Luiz Gonzaga;18.21;7.84;1.69
RS;4319000;São Marcos;1.95;1.32;0.61
RS;4319109;São Martinho;25.69;10.65;2.17
RS;4319125;São Martinho da Serra;21.34;12.44;9.53
RS;4319158;São Miguel das Missões;34.82;17.88;8.26
RS;4319208;São Nicolau;37.82;24.74;6.85
RS;4319307;São Paulo das Missões;29.6;14.46;1.2
RS;4319356;São Pedro da Serra;4.92;0.44;0
RS;4319364;São Pedro das Missões;41.35;28.86;13.84
RS;4319372;São Pedro do Butiá;11.66;3.91;0.52
RS;4319406;São Pedro do Sul;18.54;8.18;5.11
RS;4319505;São Sebastião do Caí;4.95;1.68;1.04
RS;4319604;São Sepé;13.24;8.83;4.18
RS;4319703;São Valentim;39.25;19.67;4.39
RS;4319711;São Valentim do Sul;8.45;3.35;0.6
RS;4319737;São Valério do Sul;43.39;36.21;7
RS;4319752;São Vendelino;7.7;0;0
RS;4319802;São Vicente do Sul;22.01;10.99;4.07
RS;4319901;Sapiranga;2.77;1.67;0.91
RS;4320008;Sapucaia do Sul;5;3.08;1.27
RS;4320107;Sarandi;11.92;6.21;1.08
RS;4320206;Seberi;40.33;16.38;7.46
RS;4320230;Sede Nova;31.12;9;4.47
RS;4320263;Segredo;28.6;20.68;9.45
RS;4320305;Selbach;2.9;1.2;0.43
RS;4320321;Senador Salgado Filho;38.1;10.35;1.26
RS;4320354;Sentinela do Sul;17.91;10.83;3.51
RS;4320404;Serafina Corrêa;3.08;1.37;0.24
RS;4320453;Sério;22.12;12.73;1.23
RS;4320503;Sertão;18.58;6.6;2.18
RS;4320552;Sertão Santana;10.7;4.47;9.75
RS;4320578;Sete de Setembro;34.84;15.99;8.06
RS;4320602;Severiano de Almeida;22.66;5.07;1.61
RS;4320651;Silveira Martins;14.97;5.87;1.6
RS;4320677;Sinimbu;15.4;11.22;8.25
RS;4320701;Sobradinho;17.66;8.4;2.61
RS;4320800;Soledade;19.59;6.03;3.07
RS;4320859;Tabaí;22.2;2.45;2.13
RS;4320909;Tapejara;12.89;3.45;0.42
RS;4321006;Tapera;5.62;4.71;0.34
RS;4321105;Tapes;7.98;6.89;2.81
RS;4321204;Taquara;4.55;2.92;1.19
RS;4321303;Taquari;10.71;1.49;0.44
RS;4321329;Taquaruçu do Sul;20.66;17.78;2.56
RS;4321352;Tavares;19.43;7.8;2.54
RS;4321402;Tenente Portela;28.57;19.84;8.19
RS;4321436;Terra de Areia;7.03;5.58;1.51
RS;4321451;Teutônia;2.7;0.43;0.19
RS;4321469;Tio Hugo;18.99;7.24;0.28
RS;4321477;Tiradentes do Sul;34.75;17.81;4.28
RS;4321493;Toropi;38.95;8.92;5.65
RS;4321501;Torres;8.64;2.99;0.52
RS;4321600;Tramandaí;8.69;4.03;2.47
RS;4321626;Travesseiro;11.41;4.67;0.49
RS;4321634;Três Arroios;5.86;3;0
RS;4321667;Três Cachoeiras;8.69;4.46;1.08
RS;4321709;Três Coroas;6.3;1.11;0.5
RS;4321808;Três de Maio;15.71;4.82;1.2
RS;4321832;Três Forquilhas;24.99;7.62;3.47
RS;4321857;Três Palmeiras;49.55;17.89;7.05
RS;4321907;Três Passos;17.31;7.45;2.38
RS;4321956;Trindade do Sul;51.52;23.39;8.47
RS;4322004;Triunfo;10.42;4.75;1.41
RS;4322103;Tucunduva;15.27;3.4;1.09
RS;4322152;Tunas;43.44;17.46;8.65
RS;4322186;Tupanci do Sul;29.29;6.95;10.54
RS;4322202;Tupanciretã;17.74;9.68;4.03
RS;4322251;Tupandi;6.05;0;0.08
RS;4322301;Tuparendi;26.52;4.06;1.23
RS;4322327;Turuçu;51.26;5.67;3.37
RS;4322343;Ubiretama;22.92;14;0.85
RS;4322350;União da Serra;9.17;0.94;0
RS;4322376;Unistalda;35.27;30.37;9.57
RS;4322400;Uruguaiana;7.68;6.62;3.49
RS;4322509;Vacaria;9.06;3.55;1.66
RS;4322525;Vale Verde;42.83;8.75;5.76
RS;4322533;Vale do Sol;13.52;8.1;4.18
RS;4322541;Vale Real;6.79;0.8;0.06
RS;4322558;Vanini;5.23;0.38;0.24
RS;4322608;Venâncio Aires;10.27;3.75;1.05
RS;4322707;Vera Cruz;14.12;6.6;0.92
RS;4322806;Veranópolis;3.14;0.45;0
RS;4322855;Vespasiano Correa;6.52;1.03;0.59
RS;4322905;Viadutos;14.69;6.81;2.6
RS;4323002;Viamão;4.85;3.68;1.85
RS;4323101;Vicente Dutra;35.58;20.31;10.34
RS;4323200;Victor Graeff;17.72;2.52;1.17
RS;4323309;Vila Flores;5.83;0;0.51
RS;4323358;Vila Lângaro;23.44;1.64;3.03
RS;4323408;Vila Maria;8.55;0.33;0
RS;4323457;Vila Nova do Sul;21.71;14.08;7.17
RS;4323507;Vista Alegre;26.21;10.24;5.87
RS;4323606;Vista Alegre do Prata;12.96;0;0.14
RS;4323705;Vista Gaúcha;26.88;5.98;2.11
RS;4323754;Vitória das Missões;38.21;20.34;10.63
RS;4323770;Westfalia;1.34;0;0
RS;4323804;Xangri-lá;4.45;1.36;0.66
RS;4399919;Santa Cristina do Pinhal;;;
RS;4399929;Santa Izabel;;;
SC;4200051;Abdon Batista;31.86;16.83;5.96
SC;4200101;Abelardo Luz;27.19;23.59;10.6
SC;4200200;Agrolândia;16.06;6.79;1.06
SC;4200309;Agronômica;18.18;1.77;0.51
SC;4200408;Água Doce;18.89;5.83;2.16
SC;4200507;Águas de Chapecó;27.8;12.37;2.34
SC;4200556;Águas Frias;15.44;9.4;3.26
SC;4200606;Águas Mornas;6.36;1.75;0.73
SC;4200705;Alfredo Wagner;15.67;5.32;7.02
SC;4200754;Alto Bela Vista;9.79;3.72;3.47
SC;4200804;Anchieta;26.03;11.75;2.74
SC;4200903;Angelina;20.8;14.42;2.83
SC;4201000;Anita Garibaldi;47.84;18.88;7.09
SC;4201109;Anitápolis;23.04;9.89;1.13
SC;4201208;Antônio Carlos;8.05;1.78;0.13
SC;4201257;Apiúna;12.17;2.97;1.38
SC;4201273;Arabutã;13.03;1.4;4.95
SC;4201307;Araquari;10.12;3.49;1.22
SC;4201406;Araranguá;5.67;2.73;0.79
SC;4201505;Armazém;14.19;2.58;0.31
SC;4201604;Arroio Trinta;12.73;1.6;0.42
SC;4201653;Arvoredo;7.73;15.31;2.28
SC;4201703;Ascurra;1.43;1.15;0
SC;4201802;Atalanta;12.88;3.48;1.42
SC;4201901;Aurora;6.67;1.48;3.14
SC;4201950;Balneário Arroio do Silva;7.79;7.97;1.68
SC;4202008;Balneário Camboriú;1.16;1.26;0.21
SC;4202057;Balneário Barra do Sul;10.64;4.92;0.26
SC;4202073;Balneário Gaivota;10.6;7.22;0.46
SC;4202081;Bandeirante;38.75;23.94;4.19
SC;4202099;Barra Bonita;44.12;7.96;2.32
SC;4202107;Barra Velha;6.04;4.66;1.06
SC;4202131;Bela Vista do Toldo;25.43;14.23;11.67
SC;4202156;Belmonte;32.48;17.13;1.89
SC;4202206;Benedito Novo;6.29;1.43;0.76
SC;4202305;Biguaçu;6.71;1.31;0.5
SC;4202404;Blumenau;0.78;0.63;0.12
SC;4202438;Bocaina do Sul;26.64;9.74;2.46
SC;4202453;Bombinhas;5.01;2.98;0.3
SC;4202503;Bom Jardim da Serra;18.03;9.7;2.44
SC;4202537;Bom Jesus;36.51;18.27;3.67
SC;4202578;Bom Jesus do Oeste;26.88;9.95;0.56
SC;4202602;Bom Retiro;12.42;6.56;1.22
SC;4202701;Botuverá;1.77;0.19;0.07
SC;4202800;Braço do Norte;5.85;2.24;0.21
SC;4202859;Braço do Trombudo;13.51;5.92;0.29
SC;4202875;Brunópolis;34.28;19.01;9.79
SC;4202909;Brusque;0.49;0.59;0.29
SC;4203006;Caçador;7.52;3.34;1.6
SC;4203105;Caibi;19.57;6.64;1.68
SC;4203154;Calmon;31.23;20.45;2.75
SC;4203204;Camboriú;4.53;2.55;0.12
SC;4203253;Capão Alto;30.18;6.68;3.7
SC;4203303;Campo Alegre;17.48;4.55;3.3
SC;4203402;Campo Belo do Sul;44.36;13.7;3.98
SC;4203501;Campo Erê;31.96;20.37;4.59
SC;4203600;Campos Novos;13.28;8.55;1.9
SC;4203709;Canelinha;6.58;1.27;5.2
SC;4203808;Canoinhas;14.51;8.09;2.43
SC;4203907;Capinzal;8.66;2.2;0.5
SC;4203956;Capivari de Baixo;7.79;1.66;0.79
SC;4204004;Catanduvas;16.02;6.43;0.06
SC;4204103;Caxambu do Sul;33.81;12.35;2.29
SC;4204152;Celso Ramos;43.27;8.16;4.57
SC;4204178;Cerro Negro;43.6;24.81;12.96
SC;4204194;Chapadão do Lageado;8.05;7.2;6.84
SC;4204202;Chapecó;10.55;5.33;0.65
SC;4204251;Cocal do Sul;1.51;0.97;0.88
SC;4204301;Concórdia;9.67;3.66;0.9
SC;4204350;Cordilheira Alta;25.84;2.77;0.49
SC;4204400;Coronel Freitas;21.75;5.97;0.92
SC;4204459;Coronel Martins;35.24;24.75;4.99
SC;4204509;Corupá;3.43;2.36;0.17
SC;4204558;Correia Pinto;5.8;7.66;2.87
SC;4204608;Criciúma;2.89;1.28;0.51
SC;4204707;Cunha Porã;20.38;4.66;0
SC;4204756;Cunhataí;11.24;5.38;0.12
SC;4204806;Curitibanos;10.84;8.5;1.72
SC;4204905;Descanso;23.55;7.02;2.15
SC;4205001;Dionísio Cerqueira;30.48;17.33;5.21
SC;4205100;Dona Emma;21.91;4.22;0.97
SC;4205159;Doutor Pedrinho;4.17;1.56;1.07
SC;4205175;Entre Rios;38.04;44.37;3.75
SC;4205191;Ermo;17.74;7.63;1.04
SC;4205209;Erval Velho;17.05;5.91;0
SC;4205308;Faxinal dos Guedes;16.55;4.05;0.52
SC;4205357;Flor do Sertão;46.36;9.85;3.7
SC;4205407;Florianópolis;2.75;1.1;0.27
SC;4205431;Formosa do Sul;42.29;21.45;2.16
SC;4205456;Forquilhinha;3.08;1.61;0.12
SC;4205506;Fraiburgo;4.76;4.04;3
SC;4205555;Frei Rogério;6.59;12.92;3.26
SC;4205605;Galvão;17.28;11.9;3.63
SC;4205704;Garopaba;20.3;4.52;0.79
SC;4205803;Garuva;4.79;8.06;0.67
SC;4205902;Gaspar;2.76;0.49;0.61
SC;4206009;Governador Celso Ramos;3.93;3.79;0.14
SC;4206108;Grão Pará;12.35;2.34;0.61
SC;4206207;Gravatal;16.71;2.04;0.5
SC;4206306;Guabiruba;1.66;1.34;0.93
SC;4206405;Guaraciaba;24.22;6.94;1
SC;4206504;Guaramirim;0.55;0.55;1.16
SC;4206603;Guarujá do Sul;23.47;10.7;1.16
SC;4206652;Guatambú;20.13;17.58;1.75
SC;4206702;Herval d'Oeste;9.55;6.66;0.67
SC;4206751;Ibiam;34.84;2.68;1.9
SC;4206801;Ibicaré;12.46;3.84;1.12
SC;4206900;Ibirama;4.42;1.97;0.09
SC;4207007;Içara;6.54;1.86;1.23
SC;4207106;Ilhota;6;1.21;0.29
SC;4207205;Imaruí;28.96;11.29;6.51
SC;4207304;Imbituba;12.83;3.82;0.88
SC;4207403;Imbuia;10.96;2.64;2.74
SC;4207502;Indaial;1.76;0.78;0.36
SC;4207577;Iomerê;1.78;0;0.3
SC;4207601;Ipira;16.05;2.54;3.46
SC;4207650;Iporã do Oeste;15.37;9.83;1.63
SC;4207684;Ipuaçu;80.47;22.05;14.87
SC;4207700;Ipumirim;26.69;7.87;0.23
SC;4207759;Iraceminha;24.13;5.21;2.32
SC;4207809;Irani;29.72;6.47;1.15
SC;4207858;Irati;44.26;33.59;2.41
SC;4207908;Irineópolis;22.71;9.45;2.6
SC;4208005;Itá;19.86;5.7;0.31
SC;4208104;Itaiópolis;23.7;13.12;3.88
SC;4208203;Itajaí;2.25;1.2;0.43
SC;4208302;Itapema;4.98;1.99;0.66
SC;4208401;Itapiranga;22.73;9.51;1.05
SC;4208450;Itapoá;11.55;8.5;1.1
SC;4208500;Ituporanga;7.99;4.58;0.46
SC;4208609;Jaborá;23.58;4.31;2.55
SC;4208708;Jacinto Machado;15.38;7.33;2.1
SC;4208807;Jaguaruna;7;2.7;0.45
SC;4208906;Jaraguá do Sul;0.83;0.37;0.25
SC;4208955;Jardinópolis;21.46;21.77;3.09
SC;4209003;Joaçaba;3.6;2.1;0.43
SC;4209102;Joinville;2.34;1.69;0.29
SC;4209151;José Boiteux;16;20.32;7.24
SC;4209177;Jupiá;37.43;28.48;5.56
SC;4209201;Lacerdópolis;6.13;1.71;0.19
SC;4209300;Lages;9.92;4.97;1.57
SC;4209409;Laguna;12.93;5.46;1.61
SC;4209458;Lajeado Grande;17.79;0.62;2.49
SC;4209508;Laurentino;10.41;1.2;0.09
SC;4209607;Lauro Muller;10.08;2.48;0.55
SC;4209706;Lebon Régis;17.61;15.63;5.76
SC;4209805;Leoberto Leal;7.9;7.89;4.95
SC;4209854;Lindóia do Sul;20.25;5.07;0.62
SC;4209904;Lontras;7;3.1;0.73
SC;4210001;Luiz Alves;3.65;10.32;0.68
SC;4210035;Luzerna;9.1;0.98;0.18
SC;4210050;Macieira;32.51;26.59;1.93
SC;4210100;Mafra;10.88;5.55;1.46
SC;4210209;Major Gercino;25.72;2.58;4.51
SC;4210308;Major Vieira;23.16;20.51;7.17
SC;4210407;Maracajá;9.74;2.06;0.28
SC;4210506;Maravilha;13.4;3.62;0.39
SC;4210555;Marema;16.74;6.47;0.23
SC;4210605;Massaranduba;3.95;0.8;0
SC;4210704;Matos Costa;22.18;15.41;7.11
SC;4210803;Meleiro;6.71;5.05;0.57
SC;4210852;Mirim Doce;24.61;22.84;3.33
SC;4210902;Modelo;18.36;8.24;0.4
SC;4211009;Mondaí;28.57;7.21;1.48
SC;4211058;Monte Carlo;13.2;11.94;1.83
SC;4211108;Monte Castelo;27.75;13.97;5.22
SC;4211207;Morro da Fumaça;3.67;0.39;0
SC;4211256;Morro Grande;10.7;8.82;2.99
SC;4211306;Navegantes;5.49;3.27;1.47
