Sigla	Código	Município	1991	2000	2010
RS	4315073	Porto Vera Cruz	69.39	38.9	13.64
RS	4315107	Porto Xavier	56.89	34.63	11.29
RS	4315131	Pouso Novo	47.78	29.74	9.7
RS	4315149	Presidente Lucena	19.5	1.01	1.95
RS	4315156	Progresso	41.59	16.92	6.75
RS	4315172	Protásio Alves	28.31	14.46	3.95
RS	4315206	Putinga	42.69	39.34	3.34
RS	4315305	Quaraí	40.65	25.12	16.89
RS	4315313	Quatro Irmãos	57.54	38.17	11.12
RS	4315321	Quevedos	63.4	46.26	22.23
RS	4315354	Quinze de Novembro	22.58	6.19	2.84
RS	4315404	Redentora	77.42	63.61	43.55
RS	4315453	Relvado	36.5	12.41	2.86
RS	4315503	Restinga Seca	38.75	25.07	8.94
RS	4315552	Rio dos Índios	84.91	53.94	22.68
RS	4315602	Rio Grande	23.27	17.05	6.99
RS	4315701	Rio Pardo	40.59	21.77	10.91
RS	4315750	Riozinho	43.75	16.41	5.18
RS	4315800	Roca Sales	18.14	6.53	2.07
RS	4315909	Rodeio Bonito	48.72	23.25	6.95
RS	4315958	Rolador	77.65	34.43	15.93
RS	4316006	Rolante	32.25	10.4	3.29
RS	4316105	Ronda Alta	56.63	25.28	12.41
RS	4316204	Rondinha	42.33	8.79	3.11
RS	4316303	Roque Gonzales	56.86	40.93	14.93
RS	4316402	Rosário do Sul	45.08	24.77	12.68
RS	4316428	Sagrada Família	84.21	48.33	14.98
RS	4316436	Saldanha Marinho	24.55	12.51	3.09
RS	4316451	Salto do Jacuí	43.24	27.49	12.1
RS	4316477	Salvador das Missões	48.26	14.72	3.55
RS	4316501	Salvador do Sul	22.45	7.68	0.67
RS	4316600	Sananduva	33.64	13.91	3.04
RS	4316709	Santa Bárbara do Sul	43.63	19.67	8.47
RS	4316733	Santa Cecília do Sul	59.42	21.98	4.44
RS	4316758	Santa Clara do Sul	31.72	11.67	1.96
RS	4316808	Santa Cruz do Sul	16.14	10.65	3.68
RS	4316907	Santa Maria	18.03	12.2	5.47
RS	4316956	Santa Maria do Herval	20.14	6.37	1.34
RS	4316972	Santa Margarida do Sul	62.1	38	11.81
RS	4317004	Santana da Boa Vista	62.12	45.69	27.76
RS	4317103	Santana do Livramento	33.55	21.16	13.21
RS	4317202	Santa Rosa	31.71	15.48	3.98
RS	4317251	Santa Tereza	18.51	6.99	0.85
RS	4317301	Santa Vitória do Palmar	32.79	53.91	11.12
RS	4317400	Santiago	33.18	17.87	6.85
RS	4317509	Santo Ângelo	30.15	18.19	5.66
RS	4317558	Santo Antônio do Palma	47.86	13.89	4.11
RS	4317608	Santo Antônio da Patrulha	29.91	16.37	6.24
RS	4317707	Santo Antônio das Missões	61.49	42.21	12.04
RS	4317756	Santo Antônio do Planalto	45.31	20.01	8.95
RS	4317806	Santo Augusto	50.76	31.73	7.56
RS	4317905	Santo Cristo	43.56	17.8	3.54
RS	4317954	Santo Expedito do Sul	63.2	30.26	13.98
RS	4318002	São Borja	41.08	24.37	8.98
RS	4318051	São Domingos do Sul	12	5.76	0.96
RS	4318101	São Francisco de Assis	53.82	36.77	17.06
RS	4318200	São Francisco de Paula	31.89	24.65	7.8
RS	4318309	São Gabriel	45.43	26.67	12.24
RS	4318408	São Jerônimo	26.41	21.45	11.34
RS	4318424	São João da Urtiga	65.28	24.55	7.11
RS	4318432	São João do Polêsine	33.63	20.23	5.1
RS	4318440	São Jorge	38.59	12.13	1.35
RS	4318457	São José das Missões	73.47	42.57	15.53
RS	4318465	São José do Herval	63.34	34.1	21.66
RS	4318481	São José do Hortêncio	21.87	2.71	1.45
RS	4318499	São José do Inhacorá	49.46	17.26	2.72
RS	4318507	São José do Norte	51.53	36	12.23
RS	4318606	São José do Ouro	45.97	20.87	8.34
RS	4318614	São José do Sul	22.89	5.33	0.32
RS	4318622	São José dos Ausentes	55.66	34.33	12.48
RS	4318705	São Leopoldo	17.26	11.64	5.96
RS	4318804	São Lourenço do Sul	31.34	19.91	7.57
RS	4318903	São Luiz Gonzaga	43.8	21.75	9.47
RS	4319000	São Marcos	10.1	6.05	1.41
RS	4319109	São Martinho	53.27	22.18	8.01
RS	4319125	São Martinho da Serra	51.81	34.35	19.81
RS	4319158	São Miguel das Missões	64.35	36.52	19.7
RS	4319208	São Nicolau	68.99	47.88	19.31
RS	4319307	São Paulo das Missões	60.81	33.57	9.17
RS	4319356	São Pedro da Serra	19.87	5.69	1.8
RS	4319364	São Pedro das Missões	62.31	60.33	18.7
RS	4319372	São Pedro do Butiá	31.99	17.14	4.44
RS	4319406	São Pedro do Sul	45.68	26.32	12.07
RS	4319505	São Sebastião do Caí	20.52	10.24	4.97
RS	4319604	São Sepé	40.11	27.44	10.78
RS	4319703	São Valentim	55.25	32.79	11.38
RS	4319711	São Valentim do Sul	28.42	6.94	4.13
RS	4319737	São Valério do Sul	69.14	48.08	22.04
RS	4319752	São Vendelino	29.33	4.43	0
RS	4319802	São Vicente do Sul	50.3	31.45	12.2
RS	4319901	Sapiranga	13.74	7.42	3.73
RS	4320008	Sapucaia do Sul	19.87	12.2	4.94
RS	4320107	Sarandi	36.27	18.68	2.58
RS	4320206	Seberi	63.08	34.12	16.38
RS	4320230	Sede Nova	63.49	29.8	13.16
RS	4320263	Segredo	54.88	39.87	18.28
RS	4320305	Selbach	22.28	6.08	2.61
RS	4320321	Senador Salgado Filho	65.47	34.11	6.08
RS	4320354	Sentinela do Sul	49.61	32.48	12.81
RS	4320404	Serafina Corrêa	16.14	4.05	1.72
RS	4320453	Sério	45.76	28.18	7.47
RS	4320503	Sertão	44.97	17.26	5.35
RS	4320552	Sertão Santana	33.96	19.01	16.57
RS	4320578	Sete de Setembro	67.15	42.75	13.96
RS	4320602	Severiano de Almeida	41.36	17.18	6.08
RS	4320651	Silveira Martins	44.87	11.84	7.84
RS	4320677	Sinimbu	42.52	24.77	14.11
RS	4320701	Sobradinho	37.42	22.71	7.14
RS	4320800	Soledade	43.07	20.22	9.13
RS	4320859	Tabaí	50.49	14.37	7.57
RS	4320909	Tapejara	32.65	12.69	1.47
RS	4321006	Tapera	26.94	16.36	4.21
RS	4321105	Tapes	30.35	22.68	10.42
RS	4321204	Taquara	16.18	10.7	4.81
RS	4321303	Taquari	29.86	11.96	5.58
RS	4321329	Taquaruçu do Sul	48.38	36.04	6.49
RS	4321352	Tavares	39.56	27.41	8.23
RS	4321402	Tenente Portela	55.13	40.84	18.25
RS	4321436	Terra de Areia	28.85	20.67	6.28
RS	4321451	Teutônia	13.77	5.01	0.44
RS	4321469	Tio Hugo	51.04	17.01	2.67
RS	4321477	Tiradentes do Sul	63.43	35.34	12.98
RS	4321493	Toropi	68.53	32.57	13.73
RS	4321501	Torres	27.29	11.66	3.75
RS	4321600	Tramandaí	25.29	15.07	9.55
RS	4321626	Travesseiro	33.4	12.19	3.32
RS	4321634	Três Arroios	33.47	10.64	1.43
RS	4321667	Três Cachoeiras	24.85	13.33	4.49
RS	4321709	Três Coroas	18.55	6.88	1.33
RS	4321808	Três de Maio	36.84	15.48	4.7
RS	4321832	Três Forquilhas	63.2	23.86	11.25
RS	4321857	Três Palmeiras	71.12	32.04	15.77
RS	4321907	Três Passos	38.88	18.73	6.24
RS	4321956	Trindade do Sul	72.22	43.09	17.85
RS	4322004	Triunfo	27.41	17.15	4.8
RS	4322103	Tucunduva	37.97	13.98	6.03
RS	4322152	Tunas	70.36	50.49	18.66
RS	4322186	Tupanci do Sul	63.24	27.16	16.92
RS	4322202	Tupanciretã	46.41	31.11	12.37
RS	4322251	Tupandi	28.6	5.99	0.88
RS	4322301	Tuparendi	50.16	19.14	6.06
RS	4322327	Turuçu	69.04	23.2	10.38
RS	4322343	Ubiretama	57.94	34.99	4.27
RS	4322350	União da Serra	32.84	6.29	1.26
RS	4322376	Unistalda	60.57	49.46	22.16
RS	4322400	Uruguaiana	27.51	22.03	12.23
RS	4322509	Vacaria	28.82	14.98	6.11
RS	4322525	Vale Verde	72.52	25.08	13.88
RS	4322533	Vale do Sol	38.21	23.65	14.82
RS	4322541	Vale Real	21.76	3.96	0.34
RS	4322558	Vanini	26.55	6.74	2.44
RS	4322608	Venâncio Aires	31.79	12.15	4.27
RS	4322707	Vera Cruz	31.75	19.77	5.84
RS	4322806	Veranópolis	9.71	4.86	1.96
RS	4322855	Vespasiano Correa	25.82	8.55	1.03
RS	4322905	Viadutos	33.55	19.67	9.85
RS	4323002	Viamão	19.93	15.09	7.08
RS	4323101	Vicente Dutra	68.83	45.18	22.62
RS	4323200	Victor Graeff	37.31	8.31	2.23
RS	4323309	Vila Flores	12.52	1.9	1.73
RS	4323358	Vila Lângaro	46.93	16.58	5.64
RS	4323408	Vila Maria	24.85	4.42	0.71
RS	4323457	Vila Nova do Sul	57.86	38.87	14.24
RS	4323507	Vista Alegre	47.92	25.12	12.14
RS	4323606	Vista Alegre do Prata	25.88	7.49	1.27
RS	4323705	Vista Gaúcha	59.05	27.58	6.08
RS	4323754	Vitória das Missões	62.28	42.53	19.74
RS	4323770	Westfalia	8.16	1.03	0.33
RS	4323804	Xangri-lá	16.09	9.01	3.2
RS	4399919	Santa Cristina do Pinhal			
RS	4399929	Santa Izabel			
SC	4200051	Abdon Batista	55.41	43.03	16.39
SC	4200101	Abelardo Luz	50.51	42.87	19.55
SC	4200200	Agrolândia	40.38	18.55	3.13
SC	4200309	Agronômica	40.18	8.4	1.8
SC	4200408	Água Doce	46.13	20.29	12.29
SC	4200507	Águas de Chapecó	58.51	25.36	8.04
SC	4200556	Águas Frias	42.53	26.26	5.95
SC	4200606	Águas Mornas	33.83	10.58	2.41
SC	4200705	Alfredo Wagner	36.47	19.66	12.22
SC	4200754	Alto Bela Vista	31.37	17.59	7.86
SC	4200804	Anchieta	53.12	32.64	10.1
SC	4200903	Angelina	46.04	30.2	9.69
SC	4201000	Anita Garibaldi	72.24	42.13	19.41
SC	4201109	Anitápolis	47	24.65	7.66
SC	4201208	Antônio Carlos	29.09	6.3	1.01
SC	4201257	Apiúna	33.7	13.94	2.95
SC	4201273	Arabutã	30.15	12	7.77
SC	4201307	Araquari	30.1	18.2	4.69
SC	4201406	Araranguá	22.72	12.02	2.9
SC	4201505	Armazém	41.82	12.2	1.58
SC	4201604	Arroio Trinta	33.51	10.58	0.76
SC	4201653	Arvoredo	24.44	37.76	3.76
SC	4201703	Ascurra	11.98	6.36	0.57
SC	4201802	Atalanta	33.96	13.82	5.42
SC	4201901	Aurora	21.69	8.2	4.57
SC	4201950	Balneário Arroio do Silva	19.21	17.57	5.51
SC	4202008	Balneário Camboriú	9.78	6.63	0.95
SC	4202057	Balneário Barra do Sul	33.77	20.33	3.89
SC	4202073	Balneário Gaivota	38.3	23.9	3.19
SC	4202081	Bandeirante	75.68	42.86	15.18
SC	4202099	Barra Bonita	73.92	28	8.48
SC	4202107	Barra Velha	24.5	17.02	3.56
SC	4202131	Bela Vista do Toldo	67.15	46.69	20.14
SC	4202156	Belmonte	61.73	38.55	10.19
SC	4202206	Benedito Novo	23.64	7.25	3.5
SC	4202305	Biguaçu	21.87	10.02	2.64
SC	4202404	Blumenau	4.64	3.86	1.02
SC	4202438	Bocaina do Sul	58.99	40.87	12.6
SC	4202453	Bombinhas	27.7	8.69	1.84
SC	4202503	Bom Jardim da Serra	50.31	36.2	15.42
SC	4202537	Bom Jesus	66.23	30.56	10.74
SC	4202578	Bom Jesus do Oeste	52.2	33.7	4.04
SC	4202602	Bom Retiro	40.55	22.31	9.68
SC	4202701	Botuverá	20.2	4.81	0.62
SC	4202800	Braço do Norte	27.08	9.82	1.77
SC	4202859	Braço do Trombudo	33.62	12.87	0.78
SC	4202875	Brunópolis	65.94	39.97	19.77
SC	4202909	Brusque	3.81	2.74	0.89
SC	4203006	Caçador	26.35	17.01	6.93
SC	4203105	Caibi	42.7	18.69	6.06
SC	4203154	Calmon	57.62	53.13	18.69
SC	4203204	Camboriú	16.78	13.02	2.78
SC	4203253	Capão Alto	63.44	29.84	12.53
SC	4203303	Campo Alegre	43.49	20.51	8.08
SC	4203402	Campo Belo do Sul	73.34	38.71	11.66
SC	4203501	Campo Erê	58.46	40.19	13.16
SC	4203600	Campos Novos	40.27	23.04	7.44
SC	4203709	Canelinha	25.29	8.11	8.42
SC	4203808	Canoinhas	44.31	26	8.63
SC	4203907	Capinzal	27.76	10.87	2.99
SC	4203956	Capivari de Baixo	28.61	10.49	2.58
SC	4204004	Catanduvas	39.63	21.02	4.38
SC	4204103	Caxambu do Sul	58.12	29.2	8.09
SC	4204152	Celso Ramos	64.65	27.24	12.06
SC	4204178	Cerro Negro	80.4	44.87	27.51
SC	4204194	Chapadão do Lageado	32.95	27.53	17.53
SC	4204202	Chapecó	28.01	14.71	2.7
SC	4204251	Cocal do Sul	9.4	5.58	1.82
SC	4204301	Concórdia	24.26	8.99	2.68
SC	4204350	Cordilheira Alta	46.59	16.36	4.15
SC	4204400	Coronel Freitas	47.27	18.51	3.33
SC	4204459	Coronel Martins	67.95	36.37	11.71
SC	4204509	Corupá	13.21	9.24	2.28
SC	4204558	Correia Pinto	27.3	22.98	11.15
SC	4204608	Criciúma	11.58	7.53	2.17
SC	4204707	Cunha Porã	45.07	14	1.34
SC	4204756	Cunhataí	39.69	13.8	1.96
SC	4204806	Curitibanos	38.95	23.02	10.47
SC	4204905	Descanso	47.53	19.91	5.4
SC	4205001	Dionísio Cerqueira	59.46	37.93	15.17
SC	4205100	Dona Emma	42.02	22.43	4.19
SC	4205159	Doutor Pedrinho	19.68	5.44	2.83
SC	4205175	Entre Rios	65.51	60.13	17.87
SC	4205191	Ermo	43.34	22.12	4.74
SC	4205209	Erval Velho	41.18	19.74	4.29
SC	4205308	Faxinal dos Guedes	39.79	14.94	4.67
SC	4205357	Flor do Sertão	69.68	29.62	7.39
SC	4205407	Florianópolis	9.63	5.31	1.35
SC	4205431	Formosa do Sul	63.18	31.99	6.85
SC	4205456	Forquilhinha	17.01	8.55	1.59
SC	4205506	Fraiburgo	21.98	19.64	9.14
SC	4205555	Frei Rogério	37.14	32.45	24.7
SC	4205605	Galvão	43.3	33.1	11.19
SC	4205704	Garopaba	45.46	16.27	2.96
SC	4205803	Garuva	30.08	23.28	3.49
SC	4205902	Gaspar	8.16	4.69	1.24
SC	4206009	Governador Celso Ramos	24.01	12.09	2.23
SC	4206108	Grão Pará	30.81	9	2.43
SC	4206207	Gravatal	39.86	9.96	2.32
SC	4206306	Guabiruba	6.2	4.18	1.91
SC	4206405	Guaraciaba	53.95	18.41	4.18
SC	4206504	Guaramirim	7.48	6.98	2.22
SC	4206603	Guarujá do Sul	42.23	23.96	3.87
SC	4206652	Guatambú	49.31	35.49	5.68
SC	4206702	Herval d'Oeste	27.69	17.96	3.82
SC	4206751	Ibiam	61.26	14.7	5.74
SC	4206801	Ibicaré	39.25	18.15	5.87
SC	4206900	Ibirama	25.71	6.69	0.92
SC	4207007	Içara	22.78	10.73	2.9
SC	4207106	Ilhota	20	6.89	0.97
SC	4207205	Imaruí	54	29.87	11.66
SC	4207304	Imbituba	38.32	14.58	5.08
SC	4207403	Imbuia	28.24	12.75	8.53
SC	4207502	Indaial	8.53	3.85	0.89
SC	4207577	Iomerê	15.29	7.32	0.98
SC	4207601	Ipira	45.88	15.75	5.92
SC	4207650	Iporã do Oeste	35.67	25.32	3.45
SC	4207684	Ipuaçu	83.98	41.73	27.86
SC	4207700	Ipumirim	45.93	20.14	3.58
SC	4207759	Iraceminha	44.49	19.24	9.03
SC	4207809	Irani	58.35	23.28	5.71
SC	4207858	Irati	66.2	59.43	11.05
SC	4207908	Irineópolis	49.36	30.44	10.69
SC	4208005	Itá	44.7	17.27	3.39
SC	4208104	Itaiópolis	51.83	31.26	11.82
SC	4208203	Itajaí	10.62	8.73	2.31
SC	4208302	Itapema	17.97	10.25	2.7
SC	4208401	Itapiranga	42.89	25.54	3.06
SC	4208450	Itapoá	38.47	21.04	5.51
SC	4208500	Ituporanga	25.25	12.8	3.94
SC	4208609	Jaborá	51.31	15.89	5.61
SC	4208708	Jacinto Machado	41.13	27.23	7.03
SC	4208807	Jaguaruna	30.87	13.53	3.32
SC	4208906	Jaraguá do Sul	5.28	3.14	0.71
SC	4208955	Jardinópolis	43.72	37.85	6.18
SC	4209003	Joaçaba	15.84	7.83	2.61
SC	4209102	Joinville	10.24	7.83	1.67
SC	4209151	José Boiteux	33.57	30.64	13.78
SC	4209177	Jupiá	70.53	40.14	14.26
SC	4209201	Lacerdópolis	25.6	10.86	1.16
SC	4209300	Lages	29.03	17.66	6.24
SC	4209409	Laguna	36.45	19.32	5.27
SC	4209458	Lajeado Grande	49.62	17.01	4.85
SC	4209508	Laurentino	27.91	4.42	1.7
SC	4209607	Lauro Muller	33.94	13.68	3.13
SC	4209706	Lebon Régis	43.21	41.8	19.27
SC	4209805	Leoberto Leal	29.49	26.45	7.03
SC	4209854	Lindóia do Sul	39.61	17.93	4.68
SC	4209904	Lontras	29.34	12.23	2.79
SC	4210001	Luiz Alves	19.31	18.91	1.67
SC	4210035	Luzerna	23.56	5.68	0.85
SC	4210050	Macieira	67.29	39.78	6.53
SC	4210100	Mafra	30.84	16.45	5.4
SC	4210209	Major Gercino	56.86	11.4	8.26
SC	4210308	Major Vieira	59.23	36.56	17.28
SC	4210407	Maracajá	33.06	10.32	2.51
SC	4210506	Maravilha	33.45	13.15	2.14
SC	4210555	Marema	44.15	15.74	2.65
SC	4210605	Massaranduba	17.23	5.17	1.47
SC	4210704	Matos Costa	48.02	38.16	19.28
SC	4210803	Meleiro	31.37	13.67	2.12
SC	4210852	Mirim Doce	49.26	59.65	7.94
SC	4210902	Modelo	41.38	24.18	3.58
SC	4211009	Mondaí	52.74	23.47	6.09
SC	4211058	Monte Carlo	40.5	36.48	12.36
SC	4211108	Monte Castelo	59.44	35.94	15.25
SC	4211207	Morro da Fumaça	16.17	6.92	2.08
SC	4211256	Morro Grande	34.38	20.17	7.01
SC	4211306	Navegantes	17.79	13.01	5.19
SC	4211405	Nova Erechim	37.5	14.68	2.61
SC	4211454	Nova Itaberaba	44.83	31.75	8.15
SC	4211504	Nova Trento	19.88	7.23	2.54
SC	4211603	Nova Veneza	19.5	4.42	1.32
SC	4211652	Novo Horizonte	46.17	24.41	6.6
SC	4211702	Orleans	27.72	8.55	3.34
SC	4211751	Otacílio Costa	21.7	12.62	5.74
SC	4211801	Ouro	18.06	9.54	4.14
SC	4211850	Ouro Verde	66.56	30.01	17.8
SC	4211876	Paial	56.72	33.53	8.48
SC	4211892	Painel	55.01	21.61	13.56
SC	4211900	Palhoça	18.67	7.85	2.18
SC	4212007	Palma Sola	57.95	38.71	13.17
SC	4212056	Palmeira	57.81	23.07	14.95
SC	4212106	Palmitos	52.08	14.1	4.37
SC	4212205	Papanduva	49.65	32.19	10.8
SC	4212239	Paraíso	64.34	27.35	10.16
SC	4212254	Passo de Torres	31.71	24.51	8.29
SC	4212270	Passos Maia	57.44	41.23	19
SC	4212304	Paulo Lopes	40.93	11.84	5.37
SC	4212403	Pedras Grandes	38.33	10.03	2.32
SC	4212502	Penha	25.12	11.44	3.5
SC	4212601	Peritiba	21.94	10.06	6.67
SC	4212650	Pescaria Brava			
SC	4212700	Petrolândia	42.68	23.89	6.17
SC	4212809	Piçarras	32.55	15.3	4.09
SC	4212908	Pinhalzinho	34.36	15.85	2.23
SC	4213005	Pinheiro Preto	19.61	17.85	2.28
SC	4213104	Piratuba	56.26	21.66	2.76
SC	4213153	Planalto Alegre	70.54	17.4	5.29
SC	4213203	Pomerode	8.74	3.78	0.81
SC	4213302	Ponte Alta	42.76	38.68	12.44
SC	4213351	Ponte Alta do Norte	36.92	29.67	13.06
SC	4213401	Ponte Serrada	49.78	31.84	7.23
SC	4213500	Porto Belo	25.66	7.63	1.93
SC	4213609	Porto União	30.88	18.73	6.26
SC	4213708	Pouso Redondo	45.41	18.07	3.69
SC	4213807	Praia Grande	35.83	22.15	8.28
SC	4213906	Presidente Castelo Branco	40.35	15.57	1.82
SC	4214003	Presidente Getúlio	22.25	4.56	2.58
SC	4214102	Presidente Nereu	38.88	21.83	2.47
SC	4214151	Princesa	74.79	34.05	6.32
SC	4214201	Quilombo	54.24	29.46	5.7
SC	4214300	Rancho Queimado	43.29	15.31	1.92
SC	4214409	Rio das Antas	40.68	17.42	5.21
SC	4214508	Rio do Campo	46.12	22.48	5.92
SC	4214607	Rio do Oeste	31.09	7.19	3.11
SC	4214706	Rio dos Cedros	25.57	10.55	2.35
SC	4214805	Rio do Sul	12.23	5.58	2.03
SC	4214904	Rio Fortuna	41.26	9.16	0.37
SC	4215000	Rio Negrinho	22.91	14.57	5.02
SC	4215059	Rio Rufino	56.52	45.25	17.29
SC	4215075	Riqueza	57.98	18.29	7.99
SC	4215109	Rodeio	14.34	5.16	1.64
SC	4215208	Romelândia	64.73	31.5	6.47
SC	4215307	Salete	37.4	18.17	3.15
SC	4215356	Saltinho	73.17	38.33	25.2
SC	4215406	Salto Veloso	39.75	13.23	5.36
SC	4215455	Sangão	29.02	9.15	1.32
SC	4215505	Santa Cecília	39.11	28.67	10.51
SC	4215554	Santa Helena	69.57	28.95	6.05
SC	4215604	Santa Rosa de Lima	41.69	17.48	2.42
SC	4215653	Santa Rosa do Sul	28.41	21.32	4.79
SC	4215679	Santa Terezinha	58.8	47.72	21.41
SC	4215687	Santa Terezinha do Progresso	78.85	35.39	25.49
SC	4215695	Santiago do Sul	46.39	41.69	8.98
SC	4215703	Santo Amaro da Imperatriz	26.48	7.73	1.64
SC	4215752	São Bernardino	70.03	44.51	20.7
SC	4215802	São Bento do Sul	13.55	8.4	2.97
SC	4215901	São Bonifácio	41.42	18.44	7.34
SC	4216008	São Carlos	46.17	12.9	2.92
SC	4216057	São Cristovão do Sul	54.09	34.17	10.38
SC	4216107	São Domingos	61.35	25.35	5.48
SC	4216206	São Francisco do Sul	22.96	13.96	5.63
SC	4216255	São João do Oeste	55.93	21.84	1.4
SC	4216305	São João Batista	19	6.64	1.13
SC	4216354	São João do Itaperiú	32.41	22.17	1.63
SC	4216404	São João do Sul	38.39	21.03	9.05
SC	4216503	São Joaquim	42.21	23.27	7.66
SC	4216602	São José	8.93	5.65	1.36
SC	4216701	São José do Cedro	43.14	22.45	6.71
SC	4216800	São José do Cerrito	61.66	42.16	24.69
SC	4216909	São Lourenço do Oeste	41.61	18.12	3.83
SC	4217006	São Ludgero	20.32	6.19	2.28
SC	4217105	São Martinho	37.12	17.36	1.77
SC	4217154	São Miguel da Boa Vista	70.82	42.71	9.06
SC	4217204	São Miguel do Oeste	29.02	10.82	3.27
SC	4217253	São Pedro de Alcântara	23.22	11.49	2.65
SC	4217303	Saudades	40.24	15.83	1.98
SC	4217402	Schroeder	5.87	6.83	1.2
SC	4217501	Seara	25.17	11.59	1.47
SC	4217550	Serra Alta	52.79	12.71	1.39
SC	4217600	Siderópolis	24.1	4.63	2.53
SC	4217709	Sombrio	24.45	14.87	2.09
SC	4217758	Sul Brasil	63.75	40.22	7.14
SC	4217808	Taió	28.08	14.36	1.81
SC	4217907	Tangará	39.69	15.85	4.19
SC	4217956	Tigrinhos	79.54	40.35	11.25
SC	4218004	Tijucas	20.67	9.9	3.81
SC	4218103	Timbé do Sul	30.43	15.2	4.21
SC	4218202	Timbó	5.29	3.72	0.38
SC	4218251	Timbó Grande	67.14	44.02	17.76
SC	4218301	Três Barras	53.78	33.13	12.49
SC	4218350	Treviso	32.46	5.17	0.71
SC	4218400	Treze de Maio	34.14	9.71	0.7
SC	4218509	Treze Tílias	34.42	15.75	3.36
SC	4218608	Trombudo Central	30.9	10.04	1.88
SC	4218707	Tubarão	18.34	5.39	1.71
SC	4218756	Tunápolis	54.92	25.43	5.14
SC	4218806	Turvo	24.84	8.75	1.04
SC	4218855	União do Oeste	40.61	25.17	4.58
SC	4218905	Urubici	51.27	29.19	8.29
SC	4218954	Urupema	41.84	32.93	10.58
SC	4219002	Urussanga	21.89	6.42	2.46
SC	4219101	Vargeão	50.2	15.59	7.44
SC	4219150	Vargem	61.85	31.06	24.28
SC	4219176	Vargem Bonita	35.93	23.49	7.79
SC	4219200	Vidal Ramos	34.86	21.17	5.06
SC	4219309	Videira	17.86	10.78	1.76
SC	4219358	Vitor Meireles	47.11	25.28	15.84
SC	4219408	Witmarsum	41.24	27.11	6.07
SC	4219507	Xanxerê	32.77	16.49	5.55
SC	4219606	Xavantina	35.8	13.51	3.42
SC	4219705	Xaxim	35.57	17.74	3.48
SC	4219853	Zortéa	15.4	19.47	3.15
SC	4220000	Balneário Rincão			
SC	4299919	São Miguel			
SE	2800100	Amparo de São Francisco	84.9	65.31	37.22
SE	2800209	Aquidabã	74.51	63.01	41.87
SE	2800308	Aracaju	32.37	24.73	11.11
SE	2800407	Arauá	75.13	63.07	43.43
SE	2800506	Areia Branca	71.43	63.75	33.59
SE	2800605	Barra dos Coqueiros	55.52	44.97	25.68
SE	2800670	Boquim	58.17	59.99	39.2
SE	2800704	Brejo Grande	82.25	72.48	55.65
SE	2801009	Campo do Brito	69.4	51.46	28.8
SE	2801108	Canhoba	82.43	71.86	47.32
SE	2801207	Canindé de São Francisco	73.76	62.63	46.27
SE	2801306	Capela	73.71	65.66	35.85
SE	2801405	Carira	66.51	55.5	35.46
SE	2801504	Carmópolis	64.26	53.52	30.71
SE	2801603	Cedro de São João	61.3	48.14	32.16
SE	2801702	Cristinápolis	75.76	70.41	43.75
SE	2801900	Cumbe	80.15	71.32	36.82
SE	2802007	Divina Pastora	78.87	62.9	28.74
SE	2802106	Estância	62.53	52.92	27.5
SE	2802205	Feira Nova	79.72	71	42.51
SE	2802304	Frei Paulo	70.3	56.64	22.1
SE	2802403	Gararu	82.88	69.58	54.22
SE	2802502	General Maynard	66.49	48.7	30.98
SE	2802601	Gracho Cardoso	79.45	60.55	45.18
SE	2802700	Ilha das Flores	84.8	71.88	58.57
SE	2802809	Indiaroba	81.6	73.05	50.58
SE	2802908	Itabaiana	46.58	40.72	21.91
SE	2803005	Itabaianinha	79.94	63.88	44.39
SE	2803104	Itabi	69.36	66.01	36.88
SE	2803203	Itaporanga d'Ajuda	81.91	60.17	42.21
SE	2803302	Japaratuba	74.46	58.61	34.75
SE	2803401	Japoatã	81.51	66.53	42.52
SE	2803500	Lagarto	61.33	54.15	28.14
SE	2803609	Laranjeiras	72.87	59.88	31.34
SE	2803708	Macambira	74.23	57.96	33.44
SE	2803807	Malhada dos Bois	79.31	63.76	36.58
SE	2803906	Malhador	63.02	60.38	31.69
SE	2804003	Maruim	69.25	55.8	31.62
SE	2804102	Moita Bonita	69.83	56.85	29.29
SE	2804201	Monte Alegre de Sergipe	79.12	69.8	51.29
SE	2804300	Muribeca	74.66	66.37	34.21
SE	2804409	Neópolis	64.96	63.75	40.49
SE	2804458	Nossa Senhora Aparecida	73.85	66.09	45.52
SE	2804508	Nossa Senhora da Glória	74.42	57.96	34.64
SE	2804607	Nossa Senhora das Dores	68.06	61.16	37.9
SE	2804706	Nossa Senhora de Lourdes	63.97	46.88	39.99
SE	2804805	Nossa Senhora do Socorro	64.17	41.9	21.41
SE	2804904	Pacatuba	82.75	76.65	57.79
SE	2805000	Pedra Mole	80.45	54.36	32.91
SE	2805109	Pedrinhas	61.26	72.33	39.87
SE	2805208	Pinhão	78.99	60.05	23.92
SE	2805307	Pirambu	69.3	62.25	43.42
SE	2805406	Poço Redondo	83.88	76.59	58.45
SE	2805505	Poço Verde	76.93	62.04	40.04
SE	2805604	Porto da Folha	82.45	75.11	53.99
SE	2805703	Propriá	63.82	45.24	31.99
SE	2805802	Riachão do Dantas	74.6	67.92	50.24
SE	2805901	Riachuelo	69.92	57.35	33.94
SE	2806008	Ribeirópolis	66.74	51.93	24.36
SE	2806107	Rosário do Catete	59.23	54.49	31.42
